Sample,S1,S2,S3,S4,S5,S6,S7,S8,E12,Material
2021_Aug_30_SR-3501_SN19387Q4__00147.sed,6.6213533568304905,7.123625295318135,6.907479950326609,7.0635762405370475,7.695078048122075,7.286520963625254,6.405540643395233,5.104153421729752,107.40142134670337,1.0
1476,7.996707851371598,8.382889434631766,7.94551034456911,8.080963747463892,8.721234711104035,8.505013082410567,7.964493463449329,6.423862253683493,118.62603150844757,2.0
4007,5.971415485180864,6.10324397357828,5.682229495210928,5.618026220010439,6.032113169096031,6.012460743808109,6.097496726017954,4.717146493085457,82.46608348595538,8.0
3192,7.084707295609847,7.583626810636484,7.36054430740366,7.568065588022536,8.174959946973587,7.87630539961183,6.988488455561872,5.590959975897554,113.53131205051184,7.0
2021_Aug_30_SR-3501_SN19387Q4__00184.sed,7.326132278111967,7.918859057751398,7.698882341084332,7.886040384133916,8.638537286091012,8.144106754552203,7.143594643683469,5.739280112664126,118.61897942122229,1.0
4702,6.806761027193282,7.301753992962826,7.065381017932191,7.214118964756004,7.844315283166447,7.460425222978286,6.58099405455569,5.3321799066025735,108.78249514438622,8.0
2021_Aug_31_SR-3501_SN19387Q4__00604.sed,8.386652181168614,8.93408500497996,8.626699708458016,8.857117700467295,9.608004875111703,9.279437125430693,8.263555747381742,6.767506006301601,130.7642883694725,3.0
2021_Sep_01_SR-3501_SN19387Q4__00824.sed,8.525348609701275,9.08555119909864,8.782402360893059,9.03547002935619,9.805739465171921,9.471479953097177,8.424457859127742,6.868350183505961,133.50517410114395,6.0
2021_Sep_01_SR-3501_SN19387Q4__00078.sed,8.681922652953856,9.241849239497988,8.922699753573998,9.17005205819623,9.940347128508577,9.623275890524774,8.57971777199282,7.037393315308933,135.0153763296595,4.0
1861,4.05683092604033,4.408118574634185,4.308973922207366,4.392893267320213,4.711922704593795,4.499047252599947,3.9637907765406912,3.170896106235905,67.33961535074864,8.0
2021_Sep_01_SR-3501_SN19387Q4__00811.sed,8.486397400459772,9.046549683240189,8.748651358991093,9.000277938186771,9.76848219904996,9.42966689440599,8.385207076194893,6.83063417041764,133.09602357996513,6.0
2021_Aug_30_SR-3501_SN19387Q4__00256.sed,5.084402904212506,5.508990187106755,5.297880008868513,5.37987050963811,5.913036291170629,5.48473163339866,4.773441002369436,3.772549087497859,83.8042279984528,1.0
1531,8.677422197899224,9.235777666888623,8.916670230811857,9.163015769763273,9.932378202495189,9.613275806962033,8.57624544132367,7.028291372412268,134.92250429734094,9.0
1429,8.493990525440024,9.017854445568853,8.684271484001941,8.91040594644154,9.654584811918888,9.338718695451956,8.391656026403535,6.837460341352837,131.41563994371432,7.0
2194,7.895295255489498,8.283830815996467,7.848796681811086,7.98400041801249,8.605999555240805,8.41085244840933,7.869245505541637,6.356218082630261,117.28964192623485,2.0
563,6.060578816041254,6.494603289315027,6.226650035907477,6.382547857660679,6.897714506164467,6.68554117221063,6.000349211695221,4.853993365065626,95.17216997970192,2.0
2579,7.715864628133398,8.243414613234323,7.959466450981507,8.164587201506324,8.869465066674364,8.519929886947347,7.546169677053023,6.170235054736905,121.53413136402817,8.0
4439,8.300579285727684,8.835093460283888,8.53496210023058,8.773372135083628,9.5071201784567,9.194745010431117,8.189236425670723,6.69621675690591,129.5809466378632,2.0
2842,8.44971621346207,8.982182426988135,8.661936367682832,8.889003478808712,9.63309103162698,9.313623019112516,8.347988324821204,6.7964356242818145,131.14986874487857,7.0
1003,7.5843856086777945,8.087265944103985,7.809148076166206,8.012419918687334,8.69386380057174,8.370142026833998,7.417677632541028,6.067327045624995,119.3021201624338,8.0
4819,8.393008696947502,8.910642748644364,8.581184270415099,8.803651675004433,9.537456101738298,9.223272112178591,8.291870453405043,6.746377635802011,129.91224756464794,7.0
2021_Sep_01_SR-3501_SN19387Q4__00951.sed,3.762371074785841,4.166952477911694,3.838344823420875,3.905920463748198,4.333666878402827,3.9413922655564724,3.3397828381445382,2.8399954542457726,60.287221503158264,6.0
2899,8.346485135789454,8.850199073371574,8.51340971088103,8.727604731051098,9.461820321437212,9.144901171612503,8.238080102760259,6.699668869357312,128.73685341512748,2.0
157,4.048559214020812,4.334164873313238,4.107621710744071,4.151697917684293,4.503523986354061,4.464440385192179,4.007284586901587,3.4673698239310857,60.78097977060321,5.0
3669,8.408162239507483,8.949787619456279,8.645304477428532,8.885887776943232,9.628387915121186,9.314696734559618,8.298494711800892,6.788126508851874,131.1754465051807,2.0
2021_Aug_30_SR-3501_SN19387Q4__00069.sed,8.256907188985313,8.81656691015931,8.536527708713855,8.774152268440075,9.525298269896918,9.171920695276036,8.146546757333924,6.611094250655118,130.25629086066243,1.0
1499,8.50688728370438,9.043425431068936,8.703195232483294,8.91463369817923,9.676636612191963,9.332857161073123,8.397388252553972,6.844203604249136,131.60166233048056,2.0
1950,5.961240693995068,6.404576214160373,6.1919133487217435,6.358658425199112,6.87759257063529,6.629209738880814,5.870913625387891,4.724420677908645,95.24577138595203,2.0
2021_Sep_01_SR-3501_SN19387Q4__00714.sed,4.9801796378794485,5.474006777213391,5.221614828920879,5.364963483711039,5.8056797175596895,5.549465327873503,4.855791429399616,3.8805239179970057,81.77874053547865,6.0
2021_Aug_31_SR-3501_SN19387Q4__00731.sed,8.322787246327639,8.871457761803205,8.567006098203082,8.791891565252003,9.541411381900652,9.205814713107177,8.194174613098225,6.708440952630791,129.90424257737934,3.0
919,8.195867776505294,8.735578491250484,8.44363542173863,8.670751046538347,9.401783658850619,9.071308835700954,8.07011906847622,6.5812222584806195,128.48234744123332,2.0
2021_Aug_30_SR-3501_SN19387Q4__00066.sed,8.259237850109143,8.818933986755475,8.53866567187655,8.776425094240953,9.527713273242263,9.174397529155272,8.148899155704902,6.613524136646239,130.28241768459898,1.0
2021_Sep_01_SR-3501_SN19387Q4__00157.sed,8.658270718186605,9.213397919294275,8.89496543120043,9.142457337227505,9.908501708461484,9.596523009726454,8.558730122457154,7.025086912304007,134.53894963908894,4.0
2021_Aug_30_SR-3501_SN19387Q4__00337.sed,7.8044083305250505,8.401236788699098,8.152950640359585,8.40824443016286,9.223029597113861,8.736384816746398,7.6503534699293825,6.155999832939188,125.2657966287773,1.0
2021_Aug_30_SR-3501_SN19387Q4__00137.sed,6.266325204787297,6.7302746912571,6.529506377179962,6.683919151609967,7.265568012343168,6.886543063432357,6.050855328354872,4.78633118821333,102.16865866177945,1.0
2950,5.4038340866430685,5.597301487250613,5.2736432301750575,5.280201666924629,5.672892235910716,5.571356882224713,5.4561934939774615,4.217435532263738,78.2751508906642,8.0
5191,8.345159435822907,8.885760742694275,8.582618137667891,8.81891664724462,9.560191215802746,9.241080503527908,8.228646122842411,6.730853362248383,130.28241621249714,2.0
2832,8.424396725590176,8.951800248867976,8.631715216683217,8.85803776462469,9.596542973953774,9.281500544111248,8.325977355898964,6.774480611692794,130.6641305594912,7.0
2021_Aug_31_SR-3501_SN19387Q4__00321.sed,7.673069427656173,8.295005541301396,8.06161374018379,8.298329562099113,9.129871936274096,8.601113720689362,7.502531544865518,6.058549089399542,123.31551723529236,2.0
2021_Sep_01_SR-3501_SN19387Q4__00020.sed,8.520772574360088,9.063200978610615,8.750343280956862,8.996635706261294,9.755386406065405,9.452395734422916,8.432042677311278,6.9204201000440335,132.340229469906,0.0
4035,6.6000441850316856,6.710201179712678,6.239913428935639,6.180505121705812,6.654444775131236,6.606435750312764,6.68004559341484,5.1921921143996155,90.7033636853923,8.0
2021_Aug_31_SR-3501_SN19387Q4__00478.sed,8.316760545108218,8.847572386845979,8.543197173496601,8.775220835695057,9.513771527185623,9.198319972501462,8.195103286993387,6.7111755805256115,129.4992563803888,3.0
2021_Sep_01_SR-3501_SN19387Q4__01060.sed,7.93144010523402,8.530196650122372,8.254318708279493,8.53092621818782,9.36123424307408,8.914145139547564,7.789489665358708,6.259100516319043,126.72589099431156,6.0
2021_Sep_01_SR-3501_SN19387Q4__00149.sed,8.543669826269642,9.094305481204579,8.777937678007218,9.021545367594014,9.779886983029963,9.474067367903245,8.450272300011928,6.948326151288143,132.70535732192647,4.0
1420,7.793856154534554,8.212756138536038,7.835098576297395,7.98115230208692,8.619742499148341,8.387445129573479,7.749226351449962,6.260068547409461,117.50563953081324,7.0
2285,8.579438732701036,9.113417372393645,8.784003101638781,9.01784739207234,9.76870540345319,9.462406788566867,8.488577496000667,6.942708849055789,132.69439390583096,9.0
2021_Aug_31_SR-3501_SN19387Q4__00447.sed,8.690686431817136,9.251616476361983,8.933159413286706,9.183339532353823,9.95469107467348,9.636970287317554,8.590144423651866,7.043557243923479,135.1994144491795,0.0
2021_Aug_31_SR-3501_SN19387Q4__00667.sed,8.546873398801882,9.113446390527066,8.806865871568508,9.058685701224025,9.836896898498043,9.493237576804848,8.4391411666511,6.898534699543099,133.60173698674487,3.0
934,8.496799198975877,9.044722878524302,8.741230704019063,8.981617210199964,9.73011537652777,9.423558497572948,8.400357816813212,6.879066247412452,132.3576824993585,9.0
5195,8.346425858335024,8.892846487149413,8.590376572832575,8.824611157951413,9.569319963138263,9.241846724120297,8.227039481105516,6.726605742630929,130.44413986849827,2.0
2021_Sep_01_SR-3501_SN19387Q4__00215.sed,8.663244051239348,9.226065895466665,8.90885268811778,9.154181131287217,9.924710872922446,9.60194495106171,8.558493205724472,7.022799792160684,134.7976543912896,4.0
2021_Sep_01_SR-3501_SN19387Q4__00219.sed,8.661694545277768,9.225025436208124,8.908679196158555,9.15465582496522,9.925722400630073,9.601560274323782,8.557105773697801,7.020998425084981,134.80757585787364,4.0
2021_Sep_01_SR-3501_SN19387Q4__00624.sed,8.133543733540504,8.66231338847364,8.35984071016436,8.56079589016821,9.284677940875662,8.989598027604735,8.005168738779956,6.550130399906542,126.9574703320104,5.0
298,5.940737492778027,6.404197984146094,6.259072356809486,6.411373061387405,6.891230614078562,6.638901887164764,5.839429711637338,4.669288089318525,97.15992680999881,9.0
3161,6.571801308167517,7.058419289579147,6.822991799816096,7.01391657822135,7.582715536335107,7.305142320580547,6.471870950178301,5.2083589538772035,104.98790320954456,2.0
1551,8.661955296905376,9.216030007010003,8.896049420972368,9.141529060690477,9.90778264655457,9.592980940483256,8.55921896535114,7.017812464464994,134.57638237886277,9.0
619,6.355786011152872,6.801283091738733,6.528193121804237,6.692402006266886,7.231087582612336,7.013338626617845,6.297579850825522,5.091970038380449,99.78711936300363,2.0
1838,8.672066628973571,9.228331921463237,8.91179867757077,9.160103867579034,9.92667155842986,9.61250952541405,8.57187171501009,7.026182461905019,134.86983371274417,9.0
2200,7.683437078214702,8.050059351561579,7.610341382036225,7.735525197466602,8.335568685741885,8.156233719274926,7.673659963999352,6.197700738104706,113.49670397441525,2.0
2021_Sep_01_SR-3501_SN19387Q4__00206.sed,8.663460681678133,9.225831301927595,8.908179798711217,9.153343837668064,9.923660468266224,9.601572128953373,8.55858848265191,7.02341165284028,134.78248246306117,4.0
2021_Sep_01_SR-3501_SN19387Q4__00235.sed,8.666096650880252,9.229292839416042,8.913545135422844,9.162159016594066,9.93414125743196,9.609552031025613,8.562428479509068,7.022979765430525,134.9138348647682,4.0
2021_Aug_31_SR-3501_SN19387Q4__00245.sed,5.925997042650539,6.286370964346763,6.024801714124106,6.1428030738004615,6.708560230225101,6.454127617192581,5.70709560907833,4.711224126325327,90.6267746944304,2.0
435,6.229130218205117,6.644199981746958,6.385551218442274,6.416251287536181,6.9129903153251835,6.658859669076344,6.127371326358852,4.998612438827319,96.99798393757366,4.0
4180,7.8505110402575315,8.413125082080285,8.124215263520673,8.323745880756364,9.06071053275522,8.683108099496572,7.684875637435794,6.287510582051578,123.80882820404142,8.0
2021_Sep_03_SR-3501_SN19387Q4__00180.sed,8.688293617212455,9.244607877225324,8.924922112165559,9.17436042779606,9.944078589234852,9.631369290466028,8.588965239191708,7.045932550053212,135.02507813054837,0.0
2021_Aug_31_SR-3501_SN19387Q4__00236.sed,5.616926800227433,6.015012583354081,5.772876152617677,5.912964975603208,6.436421456231432,6.246386730535727,5.538669247816442,4.57572494729735,86.03862483748105,2.0
2021_Sep_01_SR-3501_SN19387Q4__00912.sed,7.544836487704671,8.138072333446217,7.921539790896311,8.158925937011901,8.939653676473698,8.461425512903418,7.4018697380419765,5.9160351641008155,122.5205368285207,6.0
1975,8.343342717719235,8.89854434802941,8.604155752526019,8.83622266351079,9.585182787768659,9.248378738240545,8.228177753278647,6.710203157301784,130.80572368335172,7.0
1842,8.679093947782741,9.237140586520821,8.918945815510927,9.16754297868982,9.935365449957022,9.621176323032532,8.577912313238912,7.033919703825537,134.97410571012884,9.0
2021_Aug_31_SR-3501_SN19387Q4__00535.sed,8.41401858086185,8.984573279130316,8.68735613953262,8.921921529030392,9.694286751840242,9.332882472721888,8.29393723716106,6.783300480359019,131.78395396337356,3.0
935,8.494708145844816,9.041091792618435,8.738813717293581,8.979665464862885,9.727185666297363,9.419251079938913,8.398667728924373,6.874414393232109,132.33234096362054,9.0
1515,8.672561422779694,9.228010725210993,8.907791575202973,9.154778158296754,9.920970925971892,9.605320880636297,8.57235015485276,7.025938542779785,134.75564743873406,9.0
2021_Aug_30_SR-3501_SN19387Q4__00308.sed,6.732090454959896,7.353445476563595,7.163983190227962,7.301410536938684,8.065276090763325,7.466842704949901,6.491212591857904,5.21175483006699,110.68458259821296,1.0
2216,8.449315408502828,8.961241752509737,8.613616263063355,8.82344761133799,9.565825187016152,9.243853391835183,8.339051628130683,6.7915370793155425,130.22398699313482,2.0
2432,8.66425402277485,9.223835024108254,8.905844525913693,9.15300438358667,9.921807413348983,9.602551940057975,8.561096171548733,7.019517941473991,134.77987446719158,9.0
1100,8.473440154579606,9.023584892603873,8.718725071375683,8.958881574239616,9.709775646809659,9.38963863087652,8.364301397005228,6.837567140220558,132.31368967780088,7.0
2021_Aug_30_SR-3501_SN19387Q4__00075.sed,8.2765777446091,8.837529522587637,8.556555703442715,8.795777485197902,9.550439294884814,9.195387650521052,8.16678396630414,6.629554634673507,130.53005757211525,1.0
4925,8.38609634444836,8.928857706562285,8.606076993686266,8.820309328463932,9.579282345837798,9.231539554636097,8.27226262258831,6.737288348814182,130.30392937037132,2.0
1839,8.670695859514279,9.227562658250658,8.91104770510725,9.159002009064686,9.92605176684771,9.611845294612761,8.571107893777256,7.025975628048083,134.86046630278292,9.0
2021_Sep_01_SR-3501_SN19387Q4__00297.sed,8.667572433622972,9.228637591497867,8.910053250392746,9.15533252979296,9.924562996052947,9.604746819037869,8.5626539106606,7.028202573647057,134.80599455772239,4.0
2021_Sep_01_SR-3501_SN19387Q4__00991.sed,6.010230922804828,6.627517310761233,6.391789086400537,6.4585868334612115,7.177292586486212,6.563980130042712,5.660484883774237,4.6466730477936276,98.3960968658718,6.0
2021_Aug_31_SR-3501_SN19387Q4__00432.sed,8.689740814286953,9.250952956792922,8.932565685966345,9.18188465213175,9.953580872835971,9.635073628773814,8.588682859930586,7.043345083056026,135.178845716846,0.0
2021_Aug_31_SR-3501_SN19387Q4__00743.sed,8.329946100376286,8.891836489391453,8.591378592563306,8.815368058887191,9.573964590852222,9.222964202600643,8.202546768701389,6.711459989735732,130.3081709346015,3.0
3098,3.9865096740064607,4.331770045741238,4.239774166427242,4.319818015730757,4.629133833674869,4.413896136181472,3.8863442997622606,3.0971998105750638,66.43391385317292,8.0
4058,8.663335511526217,9.221178135704205,8.902746587548984,9.148126970997254,9.916952244551275,9.596853821610093,8.561101497467991,7.014495405930218,134.72050067740628,9.0
271,5.008016325312921,5.404615490040991,5.263565294957723,5.334848460356669,5.7124173312216,5.5478919547376675,4.934233738385396,4.03249430673484,80.51229700185536,9.0
1279,8.627271861139466,9.182515075308586,8.865460864401875,9.111371340133136,9.876124254321837,9.560986505694338,8.523296929062031,6.98889950058487,134.19197635757035,9.0
2021_Aug_30_SR-3501_SN19387Q4__00155.sed,6.751962301472769,7.270229270721158,7.0496958797791525,7.207149417498508,7.856661249720248,7.437972243724524,6.540211267842691,5.224798861782186,109.3626191825067,1.0
2977,5.5739052985908275,5.762460175018821,5.427469980588006,5.435900654075613,5.847736523492652,5.735556297422301,5.6018401886527585,4.343319307295262,80.59958084222362,8.0
1971,8.341449474510357,8.89690913878474,8.602071616162736,8.834466484669555,9.583324752748084,9.24565071837155,8.226567305075656,6.7086603159367915,130.7833836104197,7.0
2021_Sep_01_SR-3501_SN19387Q4__00022.sed,8.558639475982208,9.105855912414842,8.791857331676821,9.03844532599862,9.798264470910983,9.492026826007873,8.46606530161451,6.9456072049122115,132.9956098298212,0.0
5364,8.425531411165549,8.969018200915981,8.666433592272657,8.907345231832435,9.652335266031528,9.336494327219459,8.318227001984637,6.801404393948101,131.49232510874663,7.0
2458,8.658371346352622,9.215453842666179,8.897983989607381,9.145194430614593,9.911761057373656,9.595511843039107,8.555359713490239,7.014688609882635,134.66321849805146,9.0
4667,8.183206616054033,8.721053275632503,8.433569465822423,8.66454908314024,9.389487234206232,9.064388996231333,8.065077090387428,6.567429461189296,128.38940018675424,7.0
2021_Sep_01_SR-3501_SN19387Q4__00860.sed,6.707352406192145,7.231371593077696,7.02799220340183,7.201264373217439,7.829147443840551,7.440952083616848,6.525260911900838,5.174385399605609,109.7727314812164,6.0
3895,8.426063396811603,8.925152857894751,8.572760639552708,8.781082021384828,9.519017909497457,9.20717936913968,8.319680787741211,6.771113692040233,129.55053802791977,2.0
2021_Aug_31_SR-3501_SN19387Q4__00209.sed,7.715112265502532,8.334603906974461,8.096652007052484,8.334350864529688,9.164193733205494,8.644178070249925,7.54770403660286,6.096163921258299,123.78865479875597,2.0
2021_Sep_01_SR-3501_SN19387Q4__00575.sed,8.320452605284553,8.895325905685038,8.607393978655248,8.84362870769348,9.627861753327615,9.246899248805512,8.206533646024663,6.677731848160277,130.93624091939967,5.0
2064,7.186574597098078,7.636012976094717,7.340344644844794,7.474790962450086,8.124607811405884,7.763481219942969,7.000219586257752,5.631675829379738,111.77235353221783,8.0
4644,8.05146572080747,8.589083744880064,8.300113721907788,8.519147572394944,9.243842920978693,8.906558647389684,7.915929063689305,6.454168500140534,126.38618100258196,2.0
2829,8.4128626405338,8.941250020013864,8.623263257065481,8.850585102027816,9.588045635206802,9.272741013940392,8.313989532342124,6.765235368754041,130.58261005589182,7.0
2021_Aug_31_SR-3501_SN19387Q4__00529.sed,8.398229984015718,8.967046860061949,8.668390323806403,8.899467905516246,9.667769263196048,9.309956077232728,8.276575864275308,6.7708136079401715,131.47360358401417,3.0
3649,8.366750155165146,8.910965965854057,8.60728787821937,8.843394146530542,9.587955280721406,9.26315365146107,8.248349061034887,6.742387121422625,130.70382989786188,2.0
2021_Aug_31_SR-3501_SN19387Q4__00255.sed,6.182255889541406,6.57540612091766,6.304890006185437,6.404136044985859,7.016634793762256,6.69102825214456,5.89879895573933,4.858585130219887,95.35619741634018,2.0
2021_Aug_31_SR-3501_SN19387Q4__00615.sed,8.405554239400432,8.962471163283496,8.65671502811976,8.886248602326397,9.643649397663932,9.305847401196296,8.283530832205976,6.782691981770083,131.21791304830123,3.0
171,6.69070338290438,7.144987634121788,6.860308560462315,6.995496117003729,7.561982162157669,7.359783391925204,6.613822173170462,5.493601286790213,103.23697000800108,9.0
2021_Aug_31_SR-3501_SN19387Q4__00258.sed,6.371713246702681,6.80219215682399,6.5285982403854765,6.624353057183867,7.2653485639060325,6.903699966454637,6.080579490211947,5.0016890260095135,98.90219106607185,2.0
4641,7.964022986437936,8.485633329960496,8.200326826556271,8.422534813385067,9.130767283643436,8.807661083193203,7.831324662730731,6.3807898840022075,124.94804887051023,2.0
2021_Sep_01_SR-3501_SN19387Q4__00992.sed,6.0139038016954185,6.631351204679386,6.395476152176727,6.462300733743056,7.181079131752874,6.568158484951084,5.664512246781354,4.650306776230451,98.4432615290977,6.0
4783,8.042101687002107,8.481571195739694,8.089807457848643,8.243505968755652,8.899338144952836,8.646952115941813,7.999304513606733,6.438437464164369,121.4003664275014,7.0
2904,8.379251904719833,8.895552189767555,8.560884348423057,8.773820101052692,9.51795150726947,9.18949961348687,8.26712484178502,6.72583819586566,129.5013598145025,2.0
1935,8.067733321650858,8.589102984230063,8.29919798292246,8.52555718860233,9.239892510968577,8.921731388684321,7.93962166553617,6.473829876034932,126.3420970118309,2.0
2021_Sep_01_SR-3501_SN19387Q4__00410.sed,8.20590967181046,8.747244341211209,8.455000016037989,8.673612972347671,9.40249412283686,9.080572702042009,8.086088941748072,6.590984399056593,128.4667927691171,5.0
3662,6.687939031801036,7.1417582172844565,6.895112567517606,7.073459053661189,7.670591340739383,7.426333192699733,6.607483049333313,5.395464033820665,104.73038759256136,2.0
2021_Aug_31_SR-3501_SN19387Q4__00735.sed,8.321711771637315,8.870294047877817,8.56588126653044,8.790727356645617,9.539871979604714,9.20463424823893,8.193129048063252,6.707543205122492,129.88640047583033,3.0
2021_Aug_31_SR-3501_SN19387Q4__00177.sed,7.147468333689663,7.764855662743941,7.521746410743416,7.646337134011805,8.41963180630226,7.894576119698435,6.912818287585639,5.639470900891325,114.28372260413303,2.0
1974,8.341798354853319,8.897528180058476,8.602241553303177,8.834589272162546,9.583474216088682,9.246738683206152,8.226653581876981,6.7095008396219376,130.7842458478126,7.0
2021_Sep_01_SR-3501_SN19387Q4__01053.sed,7.441467454843731,8.068841672513972,7.843790657367614,8.112500636143944,8.962447546523807,8.394662491127512,7.256916673627941,5.818807977285116,121.09786998039107,6.0
2021_Aug_31_SR-3501_SN19387Q4__00799.sed,8.465594313016425,9.034521547344037,8.734828150130395,8.987839028613603,9.769280073497502,9.412201799137733,8.354497118010451,6.8156354364141585,132.70979191203932,3.0
3740,6.049470225753656,6.459866771982207,6.266952176103565,6.413490136851307,6.933651652243373,6.634773010968869,5.861898020040606,4.720263811896229,97.0147379958685,8.0
2021_Sep_01_SR-3501_SN19387Q4__00711.sed,4.98032059705466,5.47424854837523,5.2217858306486455,5.3653659804796,5.806008624138558,5.549553492082986,4.855752145172296,3.880799071874105,81.78225055091798,6.0
1048,7.550113198910162,8.06001992194207,7.781262744701772,7.996301276120118,8.663177771853888,8.373509821084095,7.444417578297987,6.079244113490343,118.40890035733904,2.0
4380,8.628325062648845,9.183390066176017,8.86641622787612,9.113510564084653,9.878196312675808,9.563447254674946,8.525735809204994,6.991162664611352,134.19284991871973,9.0
2097,7.838338759181558,8.334791659256869,7.989995645364929,8.098555211535908,8.8321472280802,8.430724576356,7.702051213293712,6.171662118076047,120.60412578765042,8.0
1952,6.430999815246299,6.881470597669418,6.691357359056072,6.874936229273101,7.422340163949192,7.152288241819209,6.34560483716029,5.063077846624981,103.3069556982774,7.0
750,8.274462227251663,8.735392078232968,8.371714435529386,8.57212633107682,9.272981762416645,9.02102764260787,8.223035202207909,6.715135368571691,125.82173031087794,9.0
4285,8.452283282162252,8.997310537223985,8.69468217448736,8.937540542148186,9.683218398413224,9.367976530428024,8.347560218112783,6.821810497388171,131.9631799093869,7.0
4016,7.453575509361178,7.782268219444026,7.402362391178192,7.491605750106204,8.111985424132174,7.8638659065706715,7.369071697703294,5.856681150671402,110.84986904755979,8.0
2021_Sep_01_SR-3501_SN19387Q4__00374.sed,8.047797721224104,8.558226653129774,8.258476091634403,8.476619212014626,9.183200240151198,8.924614387450038,7.982568984710519,6.4885833609129655,125.39655004321865,5.0
3167,8.072685944475243,8.597453141985971,8.311401437136247,8.542937816871984,9.252443336209762,8.941207082822643,7.959282808210447,6.483026351321413,126.54404237240041,2.0
2021_Aug_30_SR-3501_SN19387Q4__00229.sed,8.151707126656618,8.728474769954719,8.449597928059312,8.70861500247338,9.503827185622423,9.096477832971843,8.025452023119188,6.487616691241866,129.2819049559577,1.0
913,8.060044189392471,8.584224967874341,8.298377275636462,8.525121354185877,9.237552154311041,8.91772226829286,7.9339924222046205,6.461981818318256,126.42069454377544,2.0
659,5.464715682466737,5.678938139845641,5.358310353259032,5.35178833064843,5.7543541676812655,5.734820325834704,5.57550231971381,4.303222717334216,79.29578782215206,8.0
2021_Aug_30_SR-3501_SN19387Q4__00051.sed,8.18905233767102,8.74036505549323,8.4633734001623,8.697068557355387,9.43325699895405,9.090065270944773,8.077443643826886,6.548655484167938,129.2405748940762,1.0
3018,8.669124684819131,9.223747953091959,8.903853291559674,9.150655198497326,9.916042065217624,9.601352720522206,8.56853683341825,7.0224407320507956,134.70751163341188,9.0
3721,8.298015182677888,8.844167160083504,8.551552230473462,8.784188913774093,9.522827113638124,9.194328431435022,8.182310948215667,6.668023931394473,130.07302513621917,7.0
232,5.486198861190104,5.8822360920477355,5.62401090971362,5.724587477990855,6.176865408568126,6.059180843663404,5.441937722650007,4.574980859335049,84.55723123044538,2.0
1273,8.256854996376875,8.794260283021309,8.4936747088441,8.72298259689401,9.45664479295229,9.157336455585815,8.159186616962925,6.687298755440347,128.54172917872756,9.0
1563,8.680349374022533,9.23837200223847,8.91885816211082,9.165517671921137,9.934200447645754,9.615536064057487,8.579507279267178,7.030679195241331,134.95129717017468,9.0
1271,8.236685360461369,8.772719258167458,8.473091799457482,8.701898287167468,9.433151180751995,9.135737576244626,8.13907792761919,6.670864149776005,128.2372627270634,9.0
2045,8.136987833377425,8.570187039953172,8.173708402907458,8.339516760257006,9.009692538584417,8.750162093084015,8.07839747806258,6.518358850417556,122.87348136071024,7.0
1364,7.421123945358011,7.732214152945643,7.342275998109409,7.422839193941725,8.031949858605753,7.784872679403537,7.347046277247125,5.818113207837418,109.75241204508919,8.0
2021_Aug_30_SR-3501_SN19387Q4__00055.sed,8.1885728716494,8.739933419578447,8.46292232488818,8.696545570460191,9.432722966395549,9.08957455804682,8.07698052903493,6.5482048561076756,129.23565884699227,1.0
2021_Aug_31_SR-3501_SN19387Q4__00122.sed,5.760067551569619,6.169674919060489,5.920795294942693,6.067005283805637,6.598589462140453,6.4034232545741405,5.678331506162849,4.683104295693115,88.32294243936953,2.0
2237,8.6732713458083,9.228609475175253,8.908579524289337,9.15561055478553,9.921647096788897,9.605767987706223,8.572290744504404,7.024935067454065,134.78470673295095,9.0
2021_Aug_31_SR-3501_SN19387Q4__00032.sed,6.472367073194422,6.973281862457716,6.706798300498987,6.805993387603125,7.4645497421774305,7.055007145940234,6.191687103170563,5.026600325106443,101.90157293565005,2.0
3177,8.191063069045299,8.729771890175783,8.436479342804677,8.663768304472718,9.394070818722767,9.064976633929414,8.065357475693064,6.57635596852259,128.38317668709902,2.0
4226,8.477225925961177,9.025519721777062,8.720340369613165,8.963514737816865,9.711688557556368,9.397004639143624,8.372929068181413,6.846069290930822,132.3030413835569,7.0
2258,8.541687899005971,9.069237347223632,8.738058452692975,8.969337691364967,9.715300944513086,9.41503898326281,8.456820275468186,6.915256683807067,131.92355259778998,9.0
5184,8.321197491650175,8.85799676041685,8.55635613502603,8.793714202735302,9.530743967780452,9.214398000412519,8.206913024745017,6.712869235573227,129.86412758052305,2.0
2301,8.516131711900382,9.064631571197118,8.75674897606405,9.000313638912665,9.752894113421267,9.436472849245877,8.41004508092769,6.878812119021066,132.8094329439378,7.0
3991,7.250055865454611,7.699490900640267,7.391015729669896,7.516454912887921,8.179680673763695,7.81927528113097,7.06784118923141,5.683848873780739,112.3150451327013,8.0
3164,6.56795356664097,7.055396168669178,6.8198285023096075,7.010375113260476,7.579166280678072,7.302298863273281,6.4684123177251,5.20645698994483,104.94317330723779,2.0
4013,7.43447176981553,7.768111923350598,7.3905570730523955,7.481105406754303,8.101983489706907,7.851635808690574,7.346411305660641,5.844137057798841,110.71142433849542,8.0
4806,8.462969956316185,9.013127864859664,8.698388752287372,8.92508636490707,9.684768894861744,9.346847025287829,8.356065593471929,6.813761653171114,131.74806604137524,7.0
2503,6.667950627584266,7.119738067482231,6.870571778547978,7.048713460541702,7.645444303695797,7.402340059869641,6.585800826168947,5.387046896357643,104.21558622506281,2.0
